Rank,Club,Country,Level,Elo,From,To
48,Porto,POR,1,1709.93945312,2025-02-19,2025-02-20
49,Mainz,GER,1,1707.66955566,2025-02-19,2025-02-22
50,Sociedad,ESP,1,1703.96264648,2025-02-19,2025-02-20
51,Torino,ITA,1,1701.26416016,2025-02-19,2025-02-22
52,Fenerbahce,TUR,1,1700.99243164,2025-02-17,2025-02-20
53,Nice,FRA,1,1694.97290039,2025-02-19,2025-02-23
54,Wolfsburg,GER,1,1691.72363281,2025-02-19,2025-02-22
55,Galatasaray,TUR,1,1689.95129395,2025-02-18,2025-02-20
56,Girona,ESP,1,1689.69995117,2025-02-18,2025-02-23
57,Betis,ESP,1,1689.03674316,2025-02-18,2025-02-20
58,Leeds,ENG,2,1687.99450684,2025-02-18,2025-02-24
59,Lens,FRA,1,1687.2010498,2025-02-19,2025-02-23
60,Celtic,SCO,1,1686.91870117,2025-02-19,2025-02-22
61,Brest,FRA,1,1681.20446777,2025-02-19,2025-02-19
62,Osasuna,ESP,1,1677.2734375,2025-02-19,2025-02-21
63,Slavia Praha,CZE,1,1676.4642334,2025-02-19,2025-02-23
64,Sevilla,ESP,1,1676.12609863,2025-02-19,2025-02-24
65,Wolves,ENG,1,1675.05944824,2025-02-19,2025-02-22
66,Genoa,ITA,1,1672.83740234,2025-02-19,2025-02-22
67,Getafe,ESP,1,1671.21606445,2025-02-19,2025-02-23
68,Freiburg,GER,1,1670.9407959,2025-02-19,2025-02-21
69,Gladbach,GER,1,1670.3449707,2025-02-19,2025-02-22
70,Rayo Vallecano,ESP,1,1665.95263672,2025-02-19,2025-02-22
71,Strasbourg,FRA,1,1665.18054199,2025-02-19,2025-02-23
72,Olympiakos,GRE,1,1662.04614258,2025-02-19,2025-03-03
73,Udinese,ITA,1,1661.28930664,2025-02-19,2025-02-21
74,Braga,POR,1,1660.11743164,2025-02-19,2025-02-21
75,Celta,ESP,1,1657.6809082,2025-02-17,2025-02-21
76,Burnley,ENG,2,1657.3404541,2025-02-17,2025-02-21
77,St Gillis,BEL,1,1653.81152344,2025-02-19,2025-02-20
78,Mallorca,ESP,1,1653.12426758,2025-02-19,2025-02-24
79,Alkmaar,NED,1,1651.94140625,2025-02-19,2025-02-20
80,Genk,BEL,1,1647.22619629,2025-02-19,2025-02-23
81,Valencia,ESP,1,1645.25036621,2025-02-19,2025-02-22
82,Werder,GER,1,1644.51757812,2025-02-19,2025-02-21
83,Toulouse,FRA,1,1644.0682373,2025-02-19,2025-02-23
84,Twente,NED,1,1641.5135498,2025-02-19,2025-02-20
85,Rennes,FRA,1,1637.6328125,2025-02-19,2025-02-21
86,Zenit,RUS,1,1634.92004395,2025-02-19,2025-03-03
87,Rangers,SCO,1,1634.31323242,2025-02-19,2025-02-22
88,Sassuolo,ITA,2,1631.1940918,2025-02-19,2025-02-21
89,Sparta Praha,CZE,1,1624.58935547,2025-02-16,2025-02-22
90,Alaves,ESP,1,1621.89123535,2025-02-16,2025-02-22
91,Anderlecht,BEL,1,1621.48718262,2025-02-19,2025-02-20
92,Augsburg,GER,1,1621.08776855,2025-02-19,2025-02-22
93,Crvena Zvezda,SRB,1,1619.61376953,2025-02-16,2025-03-03
94,Hoffenheim,GER,1,1612.2779541,2025-02-19,2025-02-23
95,Cagliari,ITA,1,1610.38891602,2025-02-19,2025-02-23
96,Sheffield United,ENG,2,1608.93054199,2025-02-19,2025-02-24
97,Leicester,ENG,1,1608.6652832,2025-02-19,2025-02-21
98,Espanyol,ESP,1,1603.43823242,2025-02-19,2025-02-22
99,Lecce,ITA,1,1601.6763916,2025-02-19,2025-02-21
100,Union Berlin,GER,1,1601.44348145,2025-02-19,2025-02-22
None,Viktoria Plzen,CZE,1,1601.18383789,2025-02-17,2025-02-20
None,Empoli,ITA,1,1598.35241699,2025-02-19,2025-02-23
None,Como,ITA,1,1597.27832031,2025-02-19,2025-02-23
None,FC Krasnodar,RUS,1,1595.18713379,2025-01-01,2025-03-03
None,Verona,ITA,1,1595.07250977,2025-02-19,2025-02-23
None,Bodoe Glimt,NOR,1,1591.11962891,2025-02-14,2025-02-20
None,Ipswich,ENG,1,1590.88146973,2025-02-16,2025-02-22
None,Las Palmas,ESP,1,1590.78820801,2025-02-17,2025-02-22
None,Spartak Moskva,RUS,1,1590.59326172,2025-01-01,2025-03-03
None,Reims,FRA,1,1589.72607422,2025-02-19,2025-02-21
None,Guimaraes,POR,1,1585.66638184,2025-02-19,2025-02-24
None,Leganes,ESP,1,1583.94360352,2025-02-16,2025-02-23
None,Monza,ITA,1,1583.56469727,2025-02-19,2025-02-24
None,Auxerre,FRA,1,1582.90246582,2025-02-19,2025-02-22
None,Lorient,FRA,2,1582.67419434,2025-02-19,2025-02-22
None,AEK,GRE,1,1582.38195801,2025-02-16,2025-03-03
None,Utrecht,NED,1,1581.90856934,2025-02-19,2025-03-03
None,Antwerp,BEL,1,1581.66662598,2025-02-19,2025-02-22
None,FC Kobenhavn,DEN,1,1579.32775879,2025-02-18,2025-02-20
None,St Pauli,GER,1,1577.11486816,2025-02-19,2025-02-22
None,Midtjylland,DEN,1,1571.96740723,2025-02-17,2025-02-20
None,Sturm Graz,AUT,1,1568.05529785,2025-02-16,2025-02-23
None,Metz,FRA,2,1566.7253418,2025-02-19,2025-02-22
None,Gent,BEL,1,1566.18640137,2025-02-19,2025-02-20
None,PAOK,GRE,1,1565.8223877,2025-02-17,2025-02-20
None,Almeria,ESP,2,1563.4362793,2025-02-18,2025-02-22
None,Levante,ESP,2,1561.90405273,2025-02-17,2025-02-23
None,Elche,ESP,2,1560.79333496,2025-02-18,2025-02-23
None,Shakhtar,UKR,1,1560.71557617,2025-01-31,2025-03-03
None,Huesca,ESP,2,1559.42907715,2025-02-17,2025-02-23
None,Montpellier,FRA,1,1558.18273926,2025-02-19,2025-02-23
None,Oviedo,ESP,2,1557.93896484,2025-02-17,2025-02-22
None,Hamburg,GER,2,1557.04956055,2025-02-19,2025-02-21
None,Koeln,GER,2,1556.53955078,2025-02-19,2025-02-23
None,Brondby,DEN,1,1555.5793457,2025-02-15,2025-02-23
None,Sunderland,ENG,2,1555.45422363,2025-02-18,2025-02-22
None,Cadiz,ESP,2,1554.96020508,2025-02-16,2025-02-23
None,Panathinaikos,GRE,1,1554.47753906,2025-02-17,2025-02-20
None,Dynamo Moskva,RUS,1,1552.93725586,2025-01-01,2025-03-03
None,Parma,ITA,1,1552.58093262,2025-02-19,2025-02-22
None,Southampton,ENG,1,1551.99829102,2025-02-16,2025-02-22
None,Granada,ESP,2,1551.6953125,2025-02-17,2025-02-22
None,Nantes,FRA,1,1551.67285156,2025-02-19,2025-02-23
None,Lok Moskva,RUS,1,1547.65649414,2025-01-01,2025-03-03
None,Heidenheim,GER,1,1547.1706543,2025-02-19,2025-02-20
None,CSKA Moskva,RUS,1,1546.19458008,2025-01-01,2025-03-03
None,Bochum,GER,1,1545.34069824,2025-02-19,2025-02-22
None,Dinamo Zagreb,CRO,1,1544.86853027,2025-02-16,2025-02-22
None,Spezia,ITA,2,1541.70214844,2025-02-19,2025-03-03
None,Nordsjaelland,DEN,1,1541.39855957,2025-02-14,2025-02-23
None,Mirandes,ESP,2,1539.80419922,2025-02-15,2025-02-23
None,Venezia,ITA,1,1539.63745117,2025-02-19,2025-02-22
None,Angers,FRA,1,1539.52209473,2025-02-19,2025-02-22
None,Salzburg,AUT,1,1537.81896973,2025-02-16,2025-02-22
None,Duesseldorf,GER,2,1536.8013916,2025-02-19,2025-02-23
None,Valladolid,ESP,1,1532.05432129,2025-02-17,2025-02-23
None,West Brom,ENG,2,1531.72680664,2025-02-16,2025-02-22
None,Santander,ESP,2,1531.24462891,2025-02-16,2025-02-22
None,Coventry,ENG,2,1528.77258301,2025-02-16,2025-02-22
None,Cremonese,ITA,2,1528.46520996,2025-02-19,2025-03-03
None,M Tel Aviv,ISR,1,1525.98400879,2025-02-17,2025-03-03
None,Malmoe,SWE,1,1525.9041748,2025-01-31,2025-03-03
None,Pisa,ITA,2,1523.52148438,2025-02-19,2025-03-03
None,Go Ahead Eagles,NED,1,1522.61462402,2025-02-19,2025-02-23
None,Holstein,GER,1,1521.93994141,2025-02-19,2025-02-22
None,Cercle Brugge,BEL,1,1520.7130127,2025-02-19,2025-02-23
None,Middlesbrough,ENG,2,1516.68823242,2025-02-16,2025-02-21
None,Steaua,ROM,1,1515.79858398,2025-02-17,2025-02-20
None,Razgrad,BUL,1,1514.74060059,2025-02-17,2025-02-22
None,Aarhus,DEN,1,1514.41723633,2025-02-17,2025-02-23
None,Norwich,ENG,2,1512.2779541,2025-02-16,2025-02-22
None,Dynamo Kyiv,UKR,1,1511.31530762,2025-01-31,2025-03-03
None,Le Havre,FRA,1,1510.91186523,2025-02-19,2025-02-23
None,Maccabi Haifa,ISR,1,1507.35412598,2025-02-18,2025-03-03
None,Legia,POL,1,1506.83288574,2025-02-16,2025-02-22
None,Mechelen,BEL,1,1506.39367676,2025-02-19,2025-02-21
None,Famalicao,POR,1,1506.12585449,2025-02-19,2025-02-23
None,Elfsborg,SWE,1,1505.1015625,2025-01-31,2025-03-03
None,Paris FC,FRA,2,1505.0390625,2025-02-19,2025-02-21
None,Gijon,ESP,2,1504.77478027,2025-02-17,2025-02-22
None,Besiktas,TUR,1,1504.06262207,2025-02-16,2025-02-21
None,Rakow,POL,1,1502.77539062,2025-02-15,2025-02-21
None,Blackburn,ENG,2,1502.71520996,2025-02-16,2025-02-22
None,Karabakh Agdam,AZE,0,1500.27087402,2025-01-31,2025-03-03
None,Saint-Etienne,FRA,1,1500.06054688,2025-02-19,2025-02-22
None,Bristol City,ENG,2,1498.89172363,2025-02-16,2025-02-21
None,Nijmegen,NED,1,1496.47167969,2025-02-19,2025-02-23
None,Brann,NOR,1,1495.86547852,2025-02-14,2025-03-03
None,Catanzaro,ITA,2,1495.76489258,2025-02-19,2025-03-03
None,Paderborn,GER,2,1494.95959473,2025-02-19,2025-02-22
None,Leuven,BEL,1,1492.89306641,2025-02-19,2025-02-22
None,Eibar,ESP,2,1491.36254883,2025-02-16,2025-02-22
None,Lech,POL,1,1490.95837402,2025-02-15,2025-03-03
None,Jagiellonia,POL,1,1490.85302734,2025-02-17,2025-02-20
None,Arouca,POR,1,1490.44213867,2025-02-19,2025-02-23
None,Casa Pia,POR,1,1490.2355957,2025-02-19,2025-02-22
None,Preston,ENG,2,1488.6517334,2025-02-19,2025-02-22
None,Molde,NOR,1,1486.74707031,2025-02-14,2025-02-20
None,Beer-Sheva,ISR,1,1486.67553711,2025-02-16,2025-03-03
None,Young Boys,SUI,1,1485.63354492,2025-02-16,2025-02-23
None,Banik Ostrava,CZE,1,1485.59558105,2025-02-17,2025-02-22
None,QPR,ENG,2,1484.79077148,2025-02-15,2025-02-22
None,Charleroi,BEL,1,1484.74645996,2025-02-19,2025-02-22
None,Hannover,GER,2,1484.61218262,2025-02-19,2025-02-22
None,Sheffield Weds,ENG,2,1481.95849609,2025-02-16,2025-02-21
None,Austria Wien,AUT,1,1481.94067383,2025-02-17,2025-02-22
None,Magdeburg,GER,2,1481.81506348,2025-02-19,2025-02-22
None,Hammarby,SWE,1,1481.56970215,2025-01-31,2025-03-03
None,Albacete,ESP,2,1479.2947998,2025-02-17,2025-02-23
None,Moreirense,POR,1,1478.23217773,2025-02-19,2025-02-23
None,Ferencvaros,HUN,1,1477.05480957,2025-02-17,2025-02-20
None,Lautern,GER,2,1476.23022461,2025-02-19,2025-02-21
None,Watford,ENG,2,1475.68823242,2025-02-16,2025-02-23
None,Viking,NOR,1,1475.41650391,2025-02-14,2025-03-03
None,Rio Ave,POR,1,1475.36853027,2025-02-19,2025-02-22
None,Rostov,RUS,1,1474.72924805,2025-01-01,2025-03-03
None,Zaragoza,ESP,2,1474.07214355,2025-02-17,2025-02-22
None,Millwall,ENG,2,1473.56774902,2025-02-19,2025-02-22
None,Rapid Wien,AUT,1,1470.82214355,2025-02-17,2025-02-23
None,Paphos,CYP,0,1469.85095215,2025-02-14,2025-02-20
None,Depor,ESP,2,1468.40808105,2025-02-17,2025-02-23
None,Randers,DEN,1,1467.46362305,2025-02-18,2025-02-21
None,Djurgarden,SWE,1,1467.24035645,2025-01-31,2025-03-03
None,Bueyueksehir,TUR,1,1466.50561523,2025-02-16,2025-03-03
None,Lugano,SUI,1,1466.21740723,2025-02-16,2025-02-23
None,Trabzonspor,TUR,1,1466.08764648,2025-02-16,2025-02-23
None,Burgos,ESP,2,1465.16760254,2025-02-17,2025-02-22
None,Basel,SUI,1,1465.10571289,2025-02-17,2025-02-22
None,Pogon,POL,1,1464.92456055,2025-02-17,2025-02-22
None,Karlsruhe,GER,2,1464.77648926,2025-02-19,2025-02-22
None,Santa Clara,POR,1,1464.56835938,2025-02-19,2025-02-23
None,Guingamp,FRA,2,1462.28234863,2025-02-19,2025-02-21
None,Hull,ENG,2,1460.96777344,2025-02-16,2025-02-22
None,Malaga,ESP,2,1460.9630127,2025-02-16,2025-02-21
None,Sparta Rotterdam,NED,1,1460.29455566,2025-02-19,2025-03-03
None,Servette,SUI,1,1460.26965332,2025-02-17,2025-03-03
None,Estoril,POR,1,1459.5246582,2025-02-19,2025-02-22
None,Standard,BEL,1,1457.99047852,2025-02-19,2025-02-23
None,Hajduk,CRO,1,1457.86071777,2025-02-16,2025-02-22
None,Juve Stabia,ITA,2,1457.46789551,2025-02-19,2025-03-03
None,Bari,ITA,2,1456.35693359,2025-02-19,2025-03-03
None,Rijeka,CRO,1,1455.36157227,2025-02-17,2025-02-22
None,CFR Cluj,ROM,1,1455.25805664,2025-02-17,2025-02-22
None,Zwolle,NED,1,1455.22131348,2025-02-19,2025-03-03
None,St Truiden,BEL,1,1455.13122559,2025-02-19,2025-02-21
None,Clermont,FRA,2,1454.58190918,2025-02-19,2025-02-21
None,Westerlo,BEL,1,1454.39233398,2025-02-19,2025-02-22
None,Stoke,ENG,2,1453.20178223,2025-02-16,2025-02-22
None,Palermo,ITA,2,1453.00231934,2025-02-19,2025-03-03
None,Frosinone,ITA,2,1452.95043945,2025-02-19,2025-03-03
None,Schalke,GER,2,1452.72790527,2025-02-19,2025-02-23
None,Cordoba,ESP,2,1451.88391113,2025-02-16,2025-02-22
None,Rosenborg,NOR,1,1451.01391602,2025-02-14,2025-03-03
None,Sampdoria,ITA,2,1449.60546875,2025-02-19,2025-02-21
None,Darmstadt,GER,2,1446.81970215,2025-02-19,2025-02-23
None,Wolfsberg,AUT,1,1445.70874023,2025-02-16,2025-02-22
None,Castellon,ESP,2,1445.69091797,2025-02-16,2025-02-23
None,Bastia,FRA,2,1445.36584473,2025-02-19,2025-02-21
None,Omonia,CYP,0,1445.10449219,2025-02-14,2025-02-20
None,Heerenveen,NED,1,1444.5480957,2025-02-19,2025-03-03
None,Elversberg,GER,2,1444.39099121,2025-02-19,2025-02-22
None,Hertha,GER,2,1444.3347168,2025-02-19,2025-02-21
None,Luton,ENG,2,1443.97497559,2025-02-16,2025-02-19
None,Silkeborg,DEN,1,1443.35522461,2025-02-17,2025-02-24
None,Samsunspor,TUR,1,1442.76159668,2025-02-17,2025-02-22
None,Modena,ITA,2,1441.83740234,2025-02-19,2025-03-03
None,Olimpija Ljubljana,SVN,1,1441.59851074,2025-02-17,2025-02-20
None,Rubin Kazan,RUS,1,1441.09082031,2025-01-01,2025-03-03
None,Salernitana,ITA,2,1441.00024414,2025-02-19,2025-03-03
None,Gil Vicente,POR,1,1439.57702637,2025-02-19,2025-02-22
None,Larnaca,CYP,0,1439.40722656,2025-02-14,2025-03-03
None,Nacional,POR,1,1439.26025391,2025-02-19,2025-02-21
None,StGallen,SUI,1,1438.93505859,2025-02-17,2025-02-22
None,Piast Gliwice,POL,1,1438.15246582,2025-02-17,2025-02-21
None,Dunkerque,FRA,2,1437.70629883,2025-02-19,2025-02-21
None,Annecy,FRA,2,1437.55212402,2025-02-19,2025-02-21
None,Portsmouth,ENG,2,1437.20471191,2025-02-16,2025-02-22
None,APOEL,CYP,0,1434.8059082,2025-02-14,2025-02-20
None,Nuernberg,GER,2,1434.6081543,2025-02-19,2025-02-21
None,Swansea,ENG,2,1433.54370117,2025-02-16,2025-02-22
None,Gornik,POL,1,1433.37976074,2025-02-16,2025-02-21
None,Aris,GRE,1,1433.01867676,2025-02-17,2025-03-03
None,AIK,SWE,1,1432.07165527,2025-01-31,2025-03-03
None,Brescia,ITA,2,1431.38916016,2025-02-19,2025-03-03
None,Sittard,NED,1,1430.42651367,2025-02-19,2025-02-23
None,Cesena,ITA,2,1424.62915039,2025-02-19,2025-03-03
None,Craiova,ROM,1,1424.1965332,2025-02-15,2025-02-22
None,Kasimpasa,TUR,1,1424.06115723,2025-02-17,2025-02-22
None,Laval,FRA,2,1423.70507812,2025-02-19,2025-02-22
None,Suedtirol,ITA,2,1422.68249512,2025-02-19,2025-03-03
None,Rodez,FRA,2,1422.59289551,2025-02-19,2025-02-21
None,Mlada Boleslav,CZE,1,1421.83740234,2025-02-17,2025-02-22
None,Cardiff,ENG,2,1420.70727539,2025-02-16,2025-02-22
None,Viborg,DEN,1,1419.68273926,2025-02-15,2025-02-24
None,Puskas Akademia,HUN,1,1419.50793457,2025-02-16,2025-03-03
None,Jablonec,CZE,1,1418.71716309,2025-02-16,2025-02-23
None,Cracovia,POL,1,1418.54089355,2025-02-15,2025-03-03
None,Eyupspor,TUR,1,1418.08557129,2025-02-17,2025-02-21
None,Eldense,ESP,2,1416.93469238,2025-02-17,2025-02-23
None,Oxford,ENG,2,1416.66357422,2025-02-16,2025-02-22
None,Alanyaspor,TUR,1,1414.69067383,2025-02-17,2025-02-23
None,Mjaellby,SWE,1,1414.18115234,2025-01-31,2025-03-03
None,Troyes,FRA,2,1413.22143555,2025-02-19,2025-02-21
None,Tenerife,ESP,2,1413.14941406,2025-02-16,2025-02-21
None,Haecken,SWE,1,1412.73034668,2025-01-31,2025-03-03
None,Grenoble,FRA,2,1412.61413574,2025-02-19,2025-02-21
None,Heracles,NED,1,1409.6986084,2025-02-19,2025-03-03
None,Lausanne,SUI,1,1409.03967285,2025-02-17,2025-02-22
None,Cittadella,ITA,2,1408.4967041,2025-02-19,2025-03-03
None,Mantova,ITA,2,1408.34326172,2025-02-19,2025-03-03
None,Slovan Bratislava,SLK,0,1408.17773438,2025-01-30,2025-03-03
None,Luzern,SUI,1,1406.71826172,2025-02-16,2025-02-23
None,Hradec Kralove,CZE,1,1406.45898438,2025-02-17,2025-02-23
None,Fuerth,GER,2,1404.25512695,2025-02-19,2025-02-23
None,Reggiana,ITA,2,1404.21923828,2025-02-19,2025-03-03
None,Groningen,NED,1,1402.98022461,2025-02-19,2025-03-03
None,Waalwijk,NED,1,1402.86828613,2025-02-19,2025-03-03
None,Kryliya Sovetov,RUS,1,1402.77941895,2025-01-01,2025-03-03
None,LASK,AUT,1,1401.63464355,2025-02-17,2025-02-23
None,Carrarese,ITA,2,1401.09887695,2025-02-19,2025-03-03
None,Ferrol,ESP,2,1400.72851562,2025-02-15,2025-02-22
None,Dender,BEL,1,1399.9486084,2025-02-19,2025-02-22
None,Goeztepe,TUR,1,1398.92944336,2025-02-14,2025-02-23
None,Plymouth,ENG,2,1397.80053711,2025-02-16,2025-02-19
None,Cosenza,ITA,2,1396.08581543,2025-02-19,2025-03-03
None,Hearts,SCO,1,1395.43310547,2025-02-19,2025-02-23
None,Slovan Liberec,CZE,1,1395.43225098,2025-02-17,2025-02-23
None,Osijek,CRO,1,1394.984375,2025-02-17,2025-02-22
None,Zuerich,SUI,1,1393.55810547,2025-02-16,2025-02-22
None,AVS Futebol,POR,1,1393.02404785,2025-02-19,2025-02-23
None,Farense,POR,1,1392.37329102,2025-02-19,2025-02-23
None,Estrela Amadora,POR,1,1392.28027344,2025-02-19,2025-02-23
None,Sigma Olomouc,CZE,1,1391.9161377,2025-02-16,2025-02-22
None,Pau,FRA,2,1391.19152832,2025-02-19,2025-02-22
None,Hartberg,AUT,1,1388.78186035,2025-02-17,2025-02-23
None,Willem II,NED,1,1388.63696289,2025-02-19,2025-03-03
None,Derby,ENG,2,1385.52087402,2025-02-15,2025-02-22
None,Breda,NED,1,1384.30908203,2025-02-19,2025-03-03
None,Rapid Bucuresti,ROM,1,1382.36242676,2025-02-18,2025-02-24
None,Levski,BUL,1,1381.79821777,2025-02-16,2025-02-21
None,Universitatea Cluj,ROM,1,1378.51269531,2025-02-18,2025-02-21
None,Ajaccio,FRA,2,1377.02380371,2025-02-19,2025-02-22
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-03-03
None,IK Sirius,SWE,1,1376.43115234,2025-01-31,2025-03-03
None,Braunschweig,GER,2,1376.07141113,2025-02-19,2025-02-23
None,Gaziantep FK,TUR,1,1375.96228027,2025-02-16,2025-02-23
None,Trnava,SLK,0,1375.41516113,2025-01-30,2025-03-03
None,Terek Grozny,RUS,1,1373.49609375,2025-01-01,2025-03-03
None,Amiens,FRA,2,1373.1673584,2025-02-19,2025-02-21
None,Maribor,SVN,1,1373.12744141,2025-02-16,2025-03-03
None,Paksi,HUN,1,1372.11254883,2025-02-17,2025-03-03
None,Tromso,NOR,1,1372.08862305,2025-02-14,2025-03-03
None,Sivasspor,TUR,1,1372.02563477,2025-02-16,2025-02-22
None,Muenster,GER,2,1371.80029297,2025-02-19,2025-02-22
None,Konyaspor,TUR,1,1370.56726074,2025-02-17,2025-02-22
None,Ruzomberok,SLK,0,1369.51293945,2025-01-30,2025-03-03
None,Hibernian,SCO,1,1369.44238281,2025-02-19,2025-02-22
None,Fakel Voronezh,RUS,1,1367.53063965,2025-01-01,2025-03-03
None,Fredrikstad,NOR,1,1366.71777344,2025-02-14,2025-03-03
None,Katowice,POL,1,1366.39733887,2025-02-17,2025-03-03
None,Slovacko,CZE,1,1365.99145508,2025-02-16,2025-02-23
None,Cherno More,BUL,1,1364.67382812,2025-02-16,2025-02-22
None,Antalyaspor,TUR,1,1364.39477539,2025-02-15,2025-02-22
None,Bohemians Praha,CZE,1,1362.58105469,2025-02-17,2025-02-23
None,Cartagena,ESP,2,1362.19677734,2025-02-16,2025-02-23
None,Sarpsborg,NOR,1,1360.22839355,2025-02-14,2025-03-03
None,Rizespor,TUR,1,1359.7298584,2025-02-18,2025-02-22
None,Almere,NED,1,1359.29052734,2025-02-19,2025-02-22
None,Ulm,GER,2,1358.49707031,2025-02-19,2025-02-22
None,Slask,POL,1,1357.53686523,2025-02-16,2025-02-22
None,Hapoel Haifa,ISR,1,1357.51489258,2025-02-16,2025-03-03
None,Sepsi,ROM,1,1356.72387695,2025-02-15,2025-02-24
None,Stromsgodset,NOR,1,1355.28601074,2025-02-14,2025-03-03
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-03-03
None,Orenburg,RUS,1,1353.33227539,2025-01-01,2025-03-03
None,Lok Zagreb,CRO,1,1353.25805664,2025-02-15,2025-02-21
None,Beitar,ISR,1,1352.80383301,2025-02-16,2025-03-03
None,Red Star,FRA,2,1352.80200195,2025-02-19,2025-02-21
None,Kilmarnock,SCO,1,1351.14196777,2025-02-19,2025-02-22
None,Korona,POL,1,1350.66259766,2025-02-15,2025-02-22
None,Olexandriya,UKR,1,1349.9777832,2025-01-31,2025-03-03
None,Akron Togliatti,RUS,1,1349.65771484,2025-01-01,2025-03-03
None,Caen,FRA,2,1346.87487793,2025-02-19,2025-02-22
None,Boavista,POR,1,1346.82287598,2025-02-19,2025-02-22
None,Viitorul,ROM,1,1346.50915527,2025-02-16,2025-02-24
None,Widzew,POL,1,1345.71716309,2025-02-16,2025-02-22
None,Stal Mielec,POL,1,1344.9552002,2025-02-17,2025-02-21
None,Lubin,POL,1,1343.63110352,2025-02-18,2025-03-03
None,Sion,SUI,1,1341.03112793,2025-02-16,2025-02-23
None,Teplice,CZE,1,1340.13952637,2025-02-17,2025-02-22
None,Kryvbas,UKR,1,1340.00061035,2025-01-31,2025-03-03
None,Partizan,SRB,1,1339.7824707,2025-02-16,2025-03-03
None,Kortrijk,BEL,1,1338.54724121,2025-02-19,2025-02-23
None,Kayseri,TUR,1,1338.52441406,2025-02-17,2025-02-23
None,Asteras Tripolis,GRE,1,1337.6237793,2025-02-16,2025-03-03
None,Varnamo,SWE,1,1336.52233887,2025-01-31,2025-03-03
None,Goeteborg,SWE,1,1335.85595703,2025-01-31,2025-03-03
None,Beerschot AC,BEL,1,1334.23217773,2025-02-19,2025-02-22
None,FC Khimki,RUS,1,1333.9967041,2025-01-01,2025-03-03
None,Celje,SVN,1,1333.15637207,2025-02-17,2025-02-20
