Rank,Club,Country,Level,Elo,From,To
81,Gladbach,GER,1,1648.83203125,2025-03-09,2025-03-15
82,Valencia,ESP,1,1647.11254883,2025-03-09,2025-03-15
83,Sparta Praha,CZE,1,1644.22058105,2025-03-09,2025-03-16
84,Alkmaar,NED,1,1641.85961914,2025-03-09,2025-03-13
85,Werder,GER,1,1641.81445312,2025-03-09,2025-03-15
86,Bodoe Glimt,NOR,1,1640.0201416,2025-03-09,2025-03-13
87,Genk,BEL,1,1637.03588867,2025-03-09,2025-03-15
88,Zenit,RUS,1,1631.06677246,2025-03-10,2025-03-16
89,Alaves,ESP,1,1627.28161621,2025-03-10,2025-03-14
90,Sassuolo,ITA,2,1626.19836426,2025-03-10,2025-03-16
91,Rangers,SCO,1,1622.59545898,2025-03-09,2025-03-13
92,Twente,NED,1,1619.59020996,2025-03-10,2025-03-16
93,Espanyol,ESP,1,1616.47631836,2025-03-10,2025-03-10
94,Hoffenheim,GER,1,1615.01538086,2025-03-10,2025-03-14
95,Crvena Zvezda,SRB,1,1614.64794922,2025-03-09,2025-03-16
96,Sheffield United,ENG,2,1613.21923828,2025-03-09,2025-03-11
97,Auxerre,FRA,1,1607.33642578,2025-03-10,2025-03-14
98,Como,ITA,1,1604.25634766,2025-03-10,2025-03-15
99,Cagliari,ITA,1,1603.3425293,2025-03-10,2025-03-16
100,Viktoria Plzen,CZE,1,1603.33203125,2025-03-10,2025-03-13
None,Guimaraes,POR,1,1598.4387207,2025-03-10,2025-03-13
None,Verona,ITA,1,1597.37133789,2025-03-10,2025-03-15
None,Leicester,ENG,1,1594.30700684,2025-03-10,2025-03-16
None,Spartak Moskva,RUS,1,1593.69812012,2025-03-03,2025-03-16
None,Union Berlin,GER,1,1591.98828125,2025-03-10,2025-03-15
None,FC Kobenhavn,DEN,1,1591.64892578,2025-03-10,2025-03-13
None,Anderlecht,BEL,1,1591.44970703,2025-03-10,2025-03-16
None,Empoli,ITA,1,1589.88122559,2025-03-10,2025-03-15
None,FC Krasnodar,RUS,1,1589.11352539,2025-03-02,2025-03-16
None,Las Palmas,ESP,1,1586.06604004,2025-03-10,2025-03-14
None,Lecce,ITA,1,1585.37207031,2025-03-09,2025-03-14
None,Leganes,ESP,1,1584.33703613,2025-03-09,2025-03-16
None,Utrecht,NED,1,1583.40161133,2025-03-10,2025-03-15
None,Ipswich,ENG,1,1582.14404297,2025-03-09,2025-03-15
None,Levante,ESP,2,1580.60046387,2025-03-10,2025-03-16
None,Gent,BEL,1,1576.43212891,2025-03-10,2025-03-16
None,Midtjylland,DEN,1,1576.36645508,2025-03-10,2025-03-16
None,AEK,GRE,1,1571.74377441,2025-03-10,2025-03-16
None,Parma,ITA,1,1568.71069336,2025-03-09,2025-03-15
None,Monza,ITA,1,1568.23535156,2025-03-09,2025-03-15
None,St Pauli,GER,1,1567.01794434,2025-03-09,2025-03-14
None,Lorient,FRA,2,1566.16247559,2025-03-09,2025-03-16
None,Reims,FRA,1,1565.91894531,2025-03-10,2025-03-16
None,Metz,FRA,2,1565.45239258,2025-03-09,2025-03-16
None,Sturm Graz,AUT,1,1561.92687988,2025-03-10,2025-03-16
None,Elche,ESP,2,1561.76831055,2025-03-09,2025-03-14
None,Hamburg,GER,2,1560.69592285,2025-03-09,2025-03-14
None,Antwerp,BEL,1,1560.21508789,2025-03-10,2025-03-16
None,Shakhtar,UKR,1,1559.90673828,2025-03-07,2025-03-11
None,Sunderland,ENG,2,1559.55029297,2025-03-09,2025-03-11
None,Bochum,GER,1,1556.51940918,2025-03-09,2025-03-16
None,Nantes,FRA,1,1555.99243164,2025-03-10,2025-03-15
None,Venezia,ITA,1,1555.34094238,2025-03-09,2025-03-16
None,Almeria,ESP,2,1554.09545898,2025-03-08,2025-03-15
None,West Brom,ENG,2,1552.6003418,2025-03-09,2025-03-11
None,Dynamo Moskva,RUS,1,1552.20922852,2025-03-03,2025-03-16
None,Salzburg,AUT,1,1550.50769043,2025-03-10,2025-03-16
None,Huesca,ESP,2,1550.47570801,2025-03-10,2025-03-16
None,CSKA Moskva,RUS,1,1550.04785156,2025-03-02,2025-03-16
None,Cadiz,ESP,2,1549.7175293,2025-03-10,2025-03-16
None,Coventry,ENG,2,1549.39489746,2025-03-09,2025-03-11
None,Oviedo,ESP,2,1549.15234375,2025-03-09,2025-03-14
None,Nordsjaelland,DEN,1,1548.66711426,2025-03-08,2025-03-16
None,Mirandes,ESP,2,1548.51916504,2025-03-09,2025-03-16
None,Brondby,DEN,1,1547.87084961,2025-03-07,2025-03-10
None,Koeln,GER,2,1547.45727539,2025-03-09,2025-03-15
None,Santander,ESP,2,1545.76159668,2025-03-09,2025-03-16
None,Southampton,ENG,1,1544.12768555,2025-03-09,2025-03-15
None,Lok Moskva,RUS,1,1542.98742676,2025-03-01,2025-03-16
None,Montpellier,FRA,1,1537.36071777,2025-03-09,2025-03-16
None,Granada,ESP,2,1536.49597168,2025-03-10,2025-03-16
None,Spezia,ITA,2,1535.99914551,2025-03-10,2025-03-16
None,Go Ahead Eagles,NED,1,1535.72229004,2025-03-10,2025-03-16
None,Panathinaikos,GRE,1,1534.52233887,2025-03-10,2025-03-13
None,Steaua,ROM,1,1533.45422363,2025-03-10,2025-03-13
None,PAOK,GRE,1,1531.82714844,2025-03-10,2025-03-16
None,Holstein,GER,1,1531.7644043,2025-03-09,2025-03-16
None,Rakow,POL,1,1530.41418457,2025-03-09,2025-03-16
None,Dinamo Zagreb,CRO,1,1527.9440918,2025-03-10,2025-03-16
None,Cremonese,ITA,2,1527.60986328,2025-03-09,2025-03-16
None,Heidenheim,GER,1,1526.44274902,2025-03-10,2025-03-16
None,Valladolid,ESP,1,1526.21643066,2025-03-09,2025-03-15
None,Paris FC,FRA,2,1525.42736816,2025-03-09,2025-03-16
None,Malmoe,SWE,1,1524.29736328,2025-03-07,2025-03-16
None,Angers,FRA,1,1522.03503418,2025-03-10,2025-03-15
None,Lech,POL,1,1521.14929199,2025-03-09,2025-03-16
None,Bristol City,ENG,2,1520.32971191,2025-03-09,2025-03-11
None,Norwich,ENG,2,1520.27197266,2025-03-08,2025-03-11
None,Aarhus,DEN,1,1520.18103027,2025-03-10,2025-03-16
None,Pisa,ITA,2,1519.57946777,2025-03-10,2025-03-16
None,Middlesbrough,ENG,2,1519.51977539,2025-03-09,2025-03-11
None,M Tel Aviv,ISR,1,1519.45983887,2025-03-09,2025-03-16
None,Jagiellonia,POL,1,1518.24169922,2025-03-10,2025-03-13
None,Duesseldorf,GER,2,1512.98376465,2025-03-09,2025-03-15
None,Le Havre,FRA,1,1512.32727051,2025-03-10,2025-03-16
None,Brann,NOR,1,1512.27648926,2025-03-07,2025-03-16
None,Besiktas,TUR,1,1511.61828613,2025-03-07,2025-03-10
None,Dynamo Kyiv,UKR,1,1510.33532715,2025-03-07,2025-03-11
None,Eibar,ESP,2,1510.08703613,2025-03-08,2025-03-15
None,Molde,NOR,1,1507.53393555,2025-03-07,2025-03-13
None,Gijon,ESP,2,1507.38586426,2025-03-09,2025-03-15
None,Razgrad,BUL,1,1505.13696289,2025-03-10,2025-03-16
None,Banik Ostrava,CZE,1,1504.1517334,2025-03-10,2025-03-16
None,Elfsborg,SWE,1,1503.49499512,2025-03-07,2025-03-16
None,Famalicao,POR,1,1501.4942627,2025-03-07,2025-03-10
None,Paderborn,GER,2,1500.74206543,2025-03-10,2025-03-15
None,Karabakh Agdam,AZE,0,1500.29785156,2025-01-31,2025-03-16
None,Legia,POL,1,1498.21630859,2025-03-07,2025-03-10
None,Saint-Etienne,FRA,1,1495.71484375,2025-03-10,2025-03-16
None,Maccabi Haifa,ISR,1,1495.09082031,2025-03-10,2025-03-16
None,Mechelen,BEL,1,1494.58349609,2025-03-09,2025-03-16
None,Viking,NOR,1,1491.82739258,2025-03-07,2025-03-16
None,Beer-Sheva,ISR,1,1491.30712891,2025-03-04,2025-03-10
None,Cercle Brugge,BEL,1,1491.16394043,2025-03-10,2025-03-13
None,Catanzaro,ITA,2,1488.87768555,2025-03-09,2025-03-16
None,Young Boys,SUI,1,1487.35107422,2025-03-09,2025-03-16
None,Albacete,ESP,2,1485.7142334,2025-03-07,2025-03-10
None,Sheffield Weds,ENG,2,1484.8470459,2025-03-09,2025-03-11
None,Cordoba,ESP,2,1484.40698242,2025-03-08,2025-03-15
None,Austria Wien,AUT,1,1484.32177734,2025-03-10,2025-03-16
None,Nijmegen,NED,1,1484.24121094,2025-03-10,2025-03-15
None,Arouca,POR,1,1484.2052002,2025-03-09,2025-03-16
None,Hannover,GER,2,1484.16760254,2025-03-10,2025-03-14
None,Casa Pia,POR,1,1483.27856445,2025-03-10,2025-03-16
None,Servette,SUI,1,1483.06787109,2025-03-10,2025-03-15
None,Millwall,ENG,2,1482.40734863,2025-03-09,2025-03-12
None,Charleroi,BEL,1,1482.26904297,2025-03-09,2025-03-16
None,Depor,ESP,2,1482.15393066,2025-03-08,2025-03-16
None,Blackburn,ENG,2,1481.8190918,2025-03-09,2025-03-12
None,Preston,ENG,2,1480.74902344,2025-03-09,2025-03-11
None,Hammarby,SWE,1,1479.96362305,2025-03-07,2025-03-16
None,Magdeburg,GER,2,1479.56408691,2025-03-09,2025-03-14
None,Hull,ENG,2,1479.02648926,2025-03-09,2025-03-12
None,Watford,ENG,2,1478.56567383,2025-03-09,2025-03-12
None,Rio Ave,POR,1,1476.32458496,2025-03-07,2025-03-10
None,Rostov,RUS,1,1475.45727539,2025-03-03,2025-03-16
None,Hajduk,CRO,1,1474.21289062,2025-03-10,2025-03-16
None,Palermo,ITA,2,1473.08972168,2025-03-09,2025-03-16
None,Paphos,CYP,0,1472.23828125,2025-03-07,2025-03-13
None,Leuven,BEL,1,1471.10632324,2025-03-09,2025-03-16
None,Basel,SUI,1,1469.84729004,2025-03-10,2025-03-16
None,QPR,ENG,2,1469.68969727,2025-03-09,2025-03-11
None,Randers,DEN,1,1468.88977051,2025-03-07,2025-03-10
None,Lautern,GER,2,1468.72937012,2025-03-08,2025-03-15
None,Bari,ITA,2,1468.06225586,2025-03-10,2025-03-16
None,Rosenborg,NOR,1,1467.42480469,2025-03-07,2025-03-16
None,Karlsruhe,GER,2,1467.3770752,2025-03-08,2025-03-16
None,CFR Cluj,ROM,1,1467.29772949,2025-03-10,2025-03-16
None,Frosinone,ITA,2,1467.11804199,2025-03-09,2025-03-16
None,Pogon,POL,1,1465.3815918,2025-03-08,2025-03-16
None,Ferencvaros,HUN,1,1464.77575684,2025-03-10,2025-03-16
None,Swansea,ENG,2,1463.89465332,2025-03-09,2025-03-12
None,Zaragoza,ESP,2,1463.70629883,2025-03-09,2025-03-15
None,Sparta Rotterdam,NED,1,1463.6394043,2025-03-08,2025-03-15
None,Moreirense,POR,1,1463.63891602,2025-03-10,2025-03-16
None,Djurgarden,SWE,1,1462.23132324,2025-03-07,2025-03-13
None,Burgos,ESP,2,1461.90698242,2025-03-07,2025-03-10
None,Rijeka,CRO,1,1461.84118652,2025-03-08,2025-03-16
None,St Truiden,BEL,1,1461.81811523,2025-03-08,2025-03-16
None,Malaga,ESP,2,1461.56237793,2025-03-10,2025-03-16
None,Rapid Wien,AUT,1,1460.484375,2025-03-10,2025-03-13
None,Dunkerque,FRA,2,1458.55456543,2025-03-07,2025-03-10
None,Guingamp,FRA,2,1457.54394531,2025-03-08,2025-03-16
None,Silkeborg,DEN,1,1457.32543945,2025-03-10,2025-03-16
None,Estoril,POR,1,1456.46508789,2025-03-09,2025-03-16
None,Darmstadt,GER,2,1455.73278809,2025-03-08,2025-03-15
None,Elversberg,GER,2,1455.51818848,2025-03-08,2025-03-15
None,Portsmouth,ENG,2,1455.49401855,2025-03-10,2025-03-12
None,Heerenveen,NED,1,1454.52697754,2025-03-09,2025-03-15
None,Sampdoria,ITA,2,1453.99438477,2025-03-09,2025-03-16
None,Schalke,GER,2,1453.86047363,2025-03-09,2025-03-14
None,Castellon,ESP,2,1453.62597656,2025-03-09,2025-03-16
None,Standard,BEL,1,1453.03771973,2025-03-10,2025-03-16
None,Westerlo,BEL,1,1452.93688965,2025-03-10,2025-03-16
None,Bueyueksehir,TUR,1,1450.01318359,2025-03-09,2025-03-15
None,Santa Clara,POR,1,1449.62731934,2025-03-10,2025-03-15
None,Cesena,ITA,2,1446.77746582,2025-03-09,2025-03-16
None,Suedtirol,ITA,2,1443.59143066,2025-03-10,2025-03-16
None,Bastia,FRA,2,1443.35546875,2025-03-08,2025-03-16
None,Wolfsberg,AUT,1,1443.28027344,2025-03-10,2025-03-16
None,Modena,ITA,2,1443.02453613,2025-03-09,2025-03-16
None,Eldense,ESP,2,1440.65795898,2025-03-09,2025-03-16
None,Trabzonspor,TUR,1,1439.93664551,2025-03-09,2025-03-15
None,Luton,ENG,2,1439.30041504,2025-03-09,2025-03-11
None,Juve Stabia,ITA,2,1438.83178711,2025-03-09,2025-03-16
None,Salernitana,ITA,2,1437.48144531,2025-03-09,2025-03-16
None,Sittard,NED,1,1437.35473633,2025-03-09,2025-03-16
None,Zwolle,NED,1,1435.5,2025-03-10,2025-03-15
None,Stoke,ENG,2,1434.79223633,2025-03-09,2025-03-12
None,Nuernberg,GER,2,1432.7902832,2025-03-10,2025-03-16
None,Piast Gliwice,POL,1,1432.64916992,2025-03-09,2025-03-16
None,Rubin Kazan,RUS,1,1432.55078125,2025-03-02,2025-03-16
None,Laval,FRA,2,1432.15136719,2025-03-08,2025-03-16
None,Troyes,FRA,2,1432.12487793,2025-03-08,2025-03-16
None,Olimpija Ljubljana,SVN,1,1431.84289551,2025-03-10,2025-03-16
None,Larnaca,CYP,0,1431.42419434,2025-03-07,2025-03-16
None,Gil Vicente,POR,1,1431.31567383,2025-03-08,2025-03-15
None,AIK,SWE,1,1430.46569824,2025-03-07,2025-03-16
None,Omonia,CYP,0,1430.15393066,2025-03-07,2025-03-16
None,Gornik,POL,1,1430.06396484,2025-03-10,2025-03-16
None,Aris,GRE,1,1429.8013916,2025-03-10,2025-03-16
None,Jablonec,CZE,1,1429.30078125,2025-03-09,2025-03-16
None,Samsunspor,TUR,1,1427.50109863,2025-03-10,2025-03-16
None,Lugano,SUI,1,1426.75341797,2025-03-10,2025-03-13
None,Cardiff,ENG,2,1426.21557617,2025-03-09,2025-03-11
None,Craiova,ROM,1,1425.38305664,2025-03-10,2025-03-16
None,Mlada Boleslav,CZE,1,1424.41967773,2025-03-10,2025-03-16
None,Fuerth,GER,2,1424.34887695,2025-03-09,2025-03-16
None,Brescia,ITA,2,1423.03186035,2025-03-09,2025-03-16
None,LASK,AUT,1,1422.3737793,2025-03-10,2025-03-16
None,Nacional,POR,1,1422.25939941,2025-03-09,2025-03-16
None,Cracovia,POL,1,1422.0020752,2025-03-09,2025-03-16
None,StGallen,SUI,1,1421.94921875,2025-03-09,2025-03-15
None,Clermont,FRA,2,1420.6706543,2025-03-08,2025-03-16
None,Tenerife,ESP,2,1420.28674316,2025-03-10,2025-03-16
None,Viborg,DEN,1,1419.93969727,2025-03-10,2025-03-16
None,Hertha,GER,2,1417.73840332,2025-03-09,2025-03-16
None,Rodez,FRA,2,1415.13122559,2025-03-07,2025-03-10
None,Oxford,ENG,2,1413.35888672,2025-03-08,2025-03-12
None,Mjaellby,SWE,1,1412.57507324,2025-03-07,2025-03-16
None,Haecken,SWE,1,1411.12426758,2025-03-07,2025-03-16
None,Kryliya Sovetov,RUS,1,1408.85290527,2025-03-02,2025-03-16
None,Heracles,NED,1,1408.8494873,2025-03-09,2025-03-15
None,Luzern,SUI,1,1408.54858398,2025-03-10,2025-03-15
None,Annecy,FRA,2,1408.45532227,2025-03-09,2025-03-16
None,Hearts,SCO,1,1408.38037109,2025-03-07,2025-03-15
None,Hibernian,SCO,1,1408.35437012,2025-03-07,2025-03-15
None,Sigma Olomouc,CZE,1,1408.23901367,2025-03-10,2025-03-16
None,Slovan Bratislava,SLK,0,1408.17736816,2025-01-30,2025-03-16
None,Puskas Akademia,HUN,1,1405.85644531,2025-03-10,2025-03-16
None,APOEL,CYP,0,1405.65161133,2025-03-07,2025-03-16
None,Kasimpasa,TUR,1,1405.35327148,2025-03-08,2025-03-15
None,Hradec Kralove,CZE,1,1404.4161377,2025-03-10,2025-03-16
None,Zuerich,SUI,1,1403.94848633,2025-03-10,2025-03-15
None,Grenoble,FRA,2,1403.55102539,2025-03-08,2025-03-16
None,Groningen,NED,1,1401.72619629,2025-03-07,2025-03-16
None,Maribor,SVN,1,1400.64624023,2025-03-10,2025-03-16
None,Reggiana,ITA,2,1399.08093262,2025-03-08,2025-03-16
None,AVS Futebol,POR,1,1397.80810547,2025-03-09,2025-03-15
None,Alanyaspor,TUR,1,1396.99230957,2025-03-10,2025-03-15
None,Slovan Liberec,CZE,1,1396.93688965,2025-03-09,2025-03-16
None,Carrarese,ITA,2,1396.35949707,2025-03-09,2025-03-16
None,Eyupspor,TUR,1,1395.60241699,2025-03-10,2025-03-16
None,Mantova,ITA,2,1394.48571777,2025-03-09,2025-03-16
None,Cosenza,ITA,2,1393.22546387,2025-03-08,2025-03-16
None,Rapid Bucuresti,ROM,1,1392.35107422,2025-03-09,2025-03-16
None,Estrela Amadora,POR,1,1391.97631836,2025-03-08,2025-03-16
None,Cittadella,ITA,2,1389.20214844,2025-03-10,2025-03-16
None,Derby,ENG,2,1388.75354004,2025-03-09,2025-03-11
None,Tromso,NOR,1,1388.49963379,2025-03-07,2025-03-16
None,Waalwijk,NED,1,1388.33825684,2025-03-07,2025-03-15
None,Lausanne,SUI,1,1387.79467773,2025-03-09,2025-03-15
None,Farense,POR,1,1386.51501465,2025-03-09,2025-03-15
None,Pau,FRA,2,1386.49414062,2025-03-08,2025-03-16
None,Ajaccio,FRA,2,1384.90637207,2025-03-08,2025-03-16
None,Plymouth,ENG,2,1384.0859375,2025-03-09,2025-03-12
None,Hartberg,AUT,1,1384.08435059,2025-03-10,2025-03-16
None,Fredrikstad,NOR,1,1383.12878418,2025-03-07,2025-03-16
None,Terek Grozny,RUS,1,1382.03613281,2025-03-02,2025-03-16
None,Dender,BEL,1,1382.01196289,2025-03-09,2025-03-16
None,Korona,POL,1,1380.66906738,2025-03-08,2025-03-16
None,Paksi,HUN,1,1379.39941406,2025-03-09,2025-03-16
None,Levski,BUL,1,1379.30078125,2025-03-10,2025-03-16
None,Universitatea Cluj,ROM,1,1377.06030273,2025-03-08,2025-03-16
None,Breda,NED,1,1376.75610352,2025-03-08,2025-03-14
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-03-16
None,Sarpsborg,NOR,1,1376.63928223,2025-03-07,2025-03-16
None,Ferrol,ESP,2,1376.48547363,2025-03-10,2025-03-15
None,Trnava,SLK,0,1375.41503906,2025-01-30,2025-03-16
None,IK Sirius,SWE,1,1374.82507324,2025-03-07,2025-03-16
None,Gaziantep FK,TUR,1,1374.46850586,2025-03-07,2025-03-10
None,Goeztepe,TUR,1,1373.44274902,2025-03-10,2025-03-16
None,Red Star,FRA,2,1372.14306641,2025-03-08,2025-03-16
None,Stromsgodset,NOR,1,1371.69689941,2025-03-07,2025-03-16
None,Ruzomberok,SLK,0,1369.51281738,2025-01-30,2025-03-16
None,Antalyaspor,TUR,1,1369.13366699,2025-03-09,2025-03-14
None,Willem II,NED,1,1368.6262207,2025-03-10,2025-03-16
None,Rizespor,TUR,1,1368.41540527,2025-03-09,2025-03-16
None,Konyaspor,TUR,1,1368.23217773,2025-03-10,2025-03-16
None,Sivasspor,TUR,1,1368.02087402,2025-03-10,2025-03-16
None,Katowice,POL,1,1366.55541992,2025-03-10,2025-03-16
None,Braunschweig,GER,2,1365.4498291,2025-03-10,2025-03-16
None,Muenster,GER,2,1363.5769043,2025-03-10,2025-03-15
None,Lok Zagreb,CRO,1,1363.53417969,2025-03-09,2025-03-16
None,Cherno More,BUL,1,1363.23632812,2025-03-09,2025-03-16
None,Hapoel Haifa,ISR,1,1362.35998535,2025-03-09,2025-03-16
None,Sepsi,ROM,1,1361.9786377,2025-03-09,2025-03-16
None,Osijek,CRO,1,1360.89733887,2025-03-09,2025-03-16
None,Slovacko,CZE,1,1360.68481445,2025-03-09,2025-03-16
None,Amiens,FRA,2,1360.6373291,2025-03-08,2025-03-16
None,Fakel Voronezh,RUS,1,1359.80541992,2025-03-03,2025-03-16
None,Celje,SVN,1,1359.30383301,2025-03-10,2025-03-13
None,Partizan,SRB,1,1358.56176758,2025-03-09,2025-03-16
None,Olexandriya,UKR,1,1356.93371582,2025-03-08,2025-03-11
None,Beitar,ISR,1,1355.94934082,2025-03-03,2025-03-10
None,Bohemians Praha,CZE,1,1354.68225098,2025-03-10,2025-03-16
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-03-16
None,Ulm,GER,2,1353.40698242,2025-03-09,2025-03-16
None,Caen,FRA,2,1351.07141113,2025-03-08,2025-03-16
None,Orenburg,RUS,1,1350.22753906,2025-03-03,2025-03-16
None,Slask,POL,1,1350.10229492,2025-03-08,2025-03-16
None,Radomiak,POL,1,1349.53820801,2025-03-09,2025-03-16
None,Cartagena,ESP,2,1349.36340332,2025-03-10,2025-03-16
None,Almere,NED,1,1349.0480957,2025-03-10,2025-03-14
None,Kayseri,TUR,1,1348.11499023,2025-03-09,2025-03-16
None,Boavista,POR,1,1347.72607422,2025-03-10,2025-03-16
None,Motor Lublin,POL,1,1347.35205078,2025-03-07,2025-03-10
None,BW Linz,AUT,1,1346.13452148,2025-03-10,2025-03-16
None,Teplice,CZE,1,1345.29992676,2025-03-09,2025-03-16
None,Kortrijk,BEL,1,1343.78613281,2025-03-09,2025-03-16
None,Akron Togliatti,RUS,1,1342.46679688,2025-03-02,2025-03-16
None,FC Khimki,RUS,1,1341.72180176,2025-03-03,2025-03-16
None,Lyngby,DEN,1,1341.17016602,2025-03-10,2025-03-16
None,Sandefjord,NOR,1,1340.82006836,2025-03-07,2025-03-16
None,Stal Mielec,POL,1,1340.54650879,2025-03-09,2025-03-16
None,CSKA Sofia,BUL,1,1339.66162109,2025-03-09,2025-03-16
None,Sion,SUI,1,1338.78820801,2025-03-10,2025-03-16
None,Aberdeen,SCO,1,1338.77099609,2025-03-07,2025-03-15
None,Nizhny Novgorod,RUS,1,1338.47009277,2025-03-02,2025-03-16
None,Kilmarnock,SCO,1,1338.27319336,2025-03-07,2025-03-15
