Rank,Club,Country,Level,Elo,From,To
64,Strasbourg,FRA,1,1681.29284668,2025-03-12,2025-03-16
65,Udinese,ITA,1,1678.26733398,2025-03-12,2025-03-15
66,Celta,ESP,1,1675.1315918,2025-03-12,2025-03-15
67,Lens,FRA,1,1673.62817383,2025-03-12,2025-03-15
68,Galatasaray,TUR,1,1672.98901367,2025-03-10,2025-03-14
69,Osasuna,ESP,1,1671.55627441,2025-03-12,2025-03-16
70,Toulouse,FRA,1,1671.30859375,2025-03-12,2025-03-16
71,Burnley,ENG,2,1669.2869873,2025-03-12,2025-03-15
72,Getafe,ESP,1,1668.84558105,2025-03-12,2025-03-16
73,St Gillis,BEL,1,1668.76794434,2025-03-12,2025-03-15
74,Genoa,ITA,1,1667.10595703,2025-03-12,2025-03-14
75,Mallorca,ESP,1,1661.63623047,2025-03-12,2025-03-15
76,Rayo Vallecano,ESP,1,1659.60229492,2025-03-12,2025-03-16
77,Rennes,FRA,1,1655.35717773,2025-03-12,2025-03-15
78,Olympiakos,GRE,1,1655.2833252,2025-03-10,2025-03-13
79,Braga,POR,1,1654.15637207,2025-03-12,2025-03-15
80,Augsburg,GER,1,1648.95422363,2025-03-09,2025-03-15
81,Gladbach,GER,1,1648.83203125,2025-03-09,2025-03-15
82,Valencia,ESP,1,1648.22644043,2025-03-12,2025-03-15
83,Sparta Praha,CZE,1,1644.22058105,2025-03-09,2025-03-15
84,Werder,GER,1,1641.81445312,2025-03-12,2025-03-15
85,Alkmaar,NED,1,1641.31787109,2025-03-12,2025-03-13
86,Bodoe Glimt,NOR,1,1640.0201416,2025-03-09,2025-03-13
87,Genk,BEL,1,1637.0357666,2025-03-09,2025-03-15
88,Zenit,RUS,1,1631.06677246,2025-03-10,2025-04-03
89,Alaves,ESP,1,1628.39538574,2025-03-12,2025-03-14
90,Sassuolo,ITA,2,1626.65148926,2025-03-12,2025-04-03
91,Rangers,SCO,1,1622.59521484,2025-03-09,2025-03-13
92,Twente,NED,1,1619.04858398,2025-03-12,2025-03-16
93,Espanyol,ESP,1,1617.70361328,2025-03-12,2025-03-15
94,Hoffenheim,GER,1,1615.01538086,2025-03-10,2025-03-14
95,Crvena Zvezda,SRB,1,1614.64794922,2025-03-09,2025-04-03
96,Auxerre,FRA,1,1610.53137207,2025-03-12,2025-03-14
97,Sheffield United,ENG,2,1606.45324707,2025-03-12,2025-03-16
98,Como,ITA,1,1604.70947266,2025-03-12,2025-03-15
99,Cagliari,ITA,1,1603.7956543,2025-03-12,2025-03-16
100,Viktoria Plzen,CZE,1,1603.33190918,2025-03-10,2025-03-13
None,Verona,ITA,1,1597.82446289,2025-03-12,2025-03-15
None,Guimaraes,POR,1,1597.10717773,2025-03-12,2025-03-13
None,Spartak Moskva,RUS,1,1593.69812012,2025-03-03,2025-04-03
None,Union Berlin,GER,1,1591.98828125,2025-03-10,2025-03-15
None,FC Kobenhavn,DEN,1,1591.64892578,2025-03-10,2025-03-13
None,Leicester,ENG,1,1591.46313477,2025-03-12,2025-03-16
None,Anderlecht,BEL,1,1591.44958496,2025-03-10,2025-03-16
None,Empoli,ITA,1,1590.33422852,2025-03-12,2025-03-15
None,FC Krasnodar,RUS,1,1589.11352539,2025-03-02,2025-04-03
None,Las Palmas,ESP,1,1587.17980957,2025-03-12,2025-03-14
None,Lecce,ITA,1,1585.82519531,2025-03-12,2025-03-14
None,Leganes,ESP,1,1585.45092773,2025-03-12,2025-03-16
None,Utrecht,NED,1,1582.85998535,2025-03-12,2025-03-15
None,Levante,ESP,2,1581.71435547,2025-03-12,2025-03-16
None,Ipswich,ENG,1,1579.30029297,2025-03-12,2025-03-15
None,Gent,BEL,1,1576.43200684,2025-03-10,2025-03-16
None,Midtjylland,DEN,1,1576.36645508,2025-03-10,2025-03-16
None,AEK,GRE,1,1571.74377441,2025-03-10,2025-04-03
None,Lorient,FRA,2,1569.35742188,2025-03-12,2025-03-15
None,Parma,ITA,1,1569.16369629,2025-03-12,2025-03-15
None,Reims,FRA,1,1569.1138916,2025-03-12,2025-03-16
None,Monza,ITA,1,1568.68847656,2025-03-12,2025-03-15
None,Metz,FRA,2,1568.64733887,2025-03-12,2025-03-15
None,St Pauli,GER,1,1567.01794434,2025-03-09,2025-03-14
None,Elche,ESP,2,1562.88208008,2025-03-12,2025-03-14
None,Sturm Graz,AUT,1,1561.92687988,2025-03-10,2025-03-16
None,Hamburg,GER,2,1560.69592285,2025-03-09,2025-03-14
None,Antwerp,BEL,1,1560.21496582,2025-03-10,2025-03-16
None,Nantes,FRA,1,1559.18737793,2025-03-12,2025-03-15
None,Bochum,GER,1,1556.51940918,2025-03-09,2025-03-16
None,Venezia,ITA,1,1555.79406738,2025-03-12,2025-03-16
None,Almeria,ESP,2,1555.20935059,2025-03-12,2025-03-15
None,West Brom,ENG,2,1554.41296387,2025-03-12,2025-03-15
None,Sunderland,ENG,2,1553.1328125,2025-03-12,2025-03-15
None,Shakhtar,UKR,1,1552.88708496,2025-03-12,2025-04-03
None,Dynamo Moskva,RUS,1,1552.20922852,2025-03-03,2025-04-03
None,Huesca,ESP,2,1551.58947754,2025-03-12,2025-03-16
None,Cadiz,ESP,2,1550.83129883,2025-03-12,2025-03-16
None,Salzburg,AUT,1,1550.50769043,2025-03-10,2025-03-16
None,Oviedo,ESP,2,1550.26611328,2025-03-12,2025-03-14
None,CSKA Moskva,RUS,1,1550.04785156,2025-03-02,2025-04-03
None,Mirandes,ESP,2,1549.63305664,2025-03-12,2025-03-16
None,Nordsjaelland,DEN,1,1548.66711426,2025-03-08,2025-03-16
None,Koeln,GER,2,1547.45727539,2025-03-09,2025-03-15
None,Santander,ESP,2,1546.87536621,2025-03-12,2025-03-16
None,Lok Moskva,RUS,1,1542.98742676,2025-03-01,2025-04-03
None,Southampton,ENG,1,1541.28381348,2025-03-12,2025-03-15
None,Montpellier,FRA,1,1540.55566406,2025-03-12,2025-03-16
None,Granada,ESP,2,1537.60986328,2025-03-12,2025-03-16
None,Spezia,ITA,2,1536.45214844,2025-03-12,2025-04-03
None,Go Ahead Eagles,NED,1,1535.18066406,2025-03-12,2025-03-16
None,Brondby,DEN,1,1535.0657959,2025-03-11,2025-03-16
None,Panathinaikos,GRE,1,1534.52233887,2025-03-10,2025-03-13
None,Steaua,ROM,1,1533.4543457,2025-03-10,2025-03-13
None,PAOK,GRE,1,1531.82714844,2025-03-10,2025-04-03
None,Holstein,GER,1,1531.7644043,2025-03-09,2025-03-16
None,Coventry,ENG,2,1530.95495605,2025-03-12,2025-03-15
None,Rakow,POL,1,1530.41418457,2025-03-09,2025-04-03
None,Paris FC,FRA,2,1528.62231445,2025-03-12,2025-03-15
None,Cremonese,ITA,2,1528.06298828,2025-03-12,2025-03-14
None,Dinamo Zagreb,CRO,1,1527.9440918,2025-03-10,2025-03-15
None,Valladolid,ESP,1,1527.33032227,2025-03-12,2025-03-15
None,Heidenheim,GER,1,1526.44274902,2025-03-10,2025-03-16
None,Angers,FRA,1,1525.22998047,2025-03-12,2025-03-15
None,Malmoe,SWE,1,1524.29736328,2025-03-07,2025-04-03
None,Middlesbrough,ENG,2,1522.20458984,2025-03-12,2025-03-15
None,Bristol City,ENG,2,1521.40820312,2025-03-12,2025-03-14
None,Lech,POL,1,1521.14929199,2025-03-09,2025-04-03
None,Aarhus,DEN,1,1520.18103027,2025-03-10,2025-03-16
None,Pisa,ITA,2,1520.0324707,2025-03-12,2025-04-03
None,M Tel Aviv,ISR,1,1519.45983887,2025-03-09,2025-04-03
None,Jagiellonia,POL,1,1518.24169922,2025-03-10,2025-03-13
None,Le Havre,FRA,1,1515.52209473,2025-03-12,2025-03-16
None,Duesseldorf,GER,2,1512.98376465,2025-03-09,2025-03-15
None,Brann,NOR,1,1512.27648926,2025-03-07,2025-04-03
None,Eibar,ESP,2,1511.20080566,2025-03-12,2025-03-15
None,Gijon,ESP,2,1508.49963379,2025-03-12,2025-03-15
None,Molde,NOR,1,1507.53393555,2025-03-07,2025-03-13
None,Norwich,ENG,2,1507.16345215,2025-03-12,2025-03-14
None,Famalicao,POR,1,1506.21020508,2025-03-12,2025-03-15
None,Razgrad,BUL,1,1505.13708496,2025-03-10,2025-03-15
None,Dynamo Kyiv,UKR,1,1504.43664551,2025-03-12,2025-04-03
None,Banik Ostrava,CZE,1,1504.1517334,2025-03-10,2025-03-16
None,Elfsborg,SWE,1,1503.49487305,2025-03-07,2025-04-03
None,Paderborn,GER,2,1500.74194336,2025-03-10,2025-03-15
None,Karabakh Agdam,AZE,0,1500.29772949,2025-01-31,2025-04-03
None,Saint-Etienne,FRA,1,1498.90979004,2025-03-12,2025-03-16
None,Besiktas,TUR,1,1498.46435547,2025-03-11,2025-03-15
None,Legia,POL,1,1495.55859375,2025-03-11,2025-03-13
None,Maccabi Haifa,ISR,1,1495.09082031,2025-03-10,2025-04-03
None,Mechelen,BEL,1,1494.58349609,2025-03-09,2025-03-16
None,Sheffield Weds,ENG,2,1492.26806641,2025-03-12,2025-03-16
None,Viking,NOR,1,1491.82739258,2025-03-07,2025-04-03
None,Cercle Brugge,BEL,1,1491.16381836,2025-03-10,2025-03-13
None,Catanzaro,ITA,2,1489.33081055,2025-03-12,2025-04-03
None,Beer-Sheva,ISR,1,1488.08728027,2025-03-11,2025-04-03
None,Young Boys,SUI,1,1487.35107422,2025-03-09,2025-03-16
None,Cordoba,ESP,2,1485.52087402,2025-03-12,2025-03-15
None,Austria Wien,AUT,1,1484.32177734,2025-03-10,2025-03-16
None,Hannover,GER,2,1484.16760254,2025-03-10,2025-03-14
None,Nijmegen,NED,1,1483.69946289,2025-03-12,2025-03-15
None,Depor,ESP,2,1483.26782227,2025-03-12,2025-03-17
None,Servette,SUI,1,1483.06787109,2025-03-10,2025-03-15
None,Arouca,POR,1,1482.87365723,2025-03-12,2025-03-16
None,Charleroi,BEL,1,1482.26904297,2025-03-09,2025-03-16
None,Casa Pia,POR,1,1481.94714355,2025-03-12,2025-03-16
None,Randers,DEN,1,1481.69494629,2025-03-11,2025-03-16
None,Preston,ENG,2,1481.47900391,2025-03-12,2025-03-15
None,Hammarby,SWE,1,1479.96362305,2025-03-07,2025-04-03
None,Albacete,ESP,2,1479.84118652,2025-03-12,2025-03-15
None,Magdeburg,GER,2,1479.56420898,2025-03-09,2025-03-14
None,Millwall,ENG,2,1479.56347656,2025-03-12,2025-03-12
None,Blackburn,ENG,2,1478.9753418,2025-03-12,2025-03-12
None,Hull,ENG,2,1476.18273926,2025-03-12,2025-03-12
None,Watford,ENG,2,1475.72192383,2025-03-12,2025-03-12
None,Rostov,RUS,1,1475.45727539,2025-03-03,2025-04-03
None,Hajduk,CRO,1,1474.21289062,2025-03-10,2025-04-03
None,Palermo,ITA,2,1473.54284668,2025-03-12,2025-03-14
None,Paphos,CYP,0,1472.23828125,2025-03-07,2025-03-13
None,Leuven,BEL,1,1471.10632324,2025-03-09,2025-03-16
None,Burgos,ESP,2,1470.00744629,2025-03-12,2025-03-15
None,Basel,SUI,1,1469.84729004,2025-03-10,2025-03-16
None,Rio Ave,POR,1,1468.94567871,2025-03-12,2025-03-16
None,Lautern,GER,2,1468.72937012,2025-03-08,2025-03-15
None,Bari,ITA,2,1468.51538086,2025-03-12,2025-04-03
None,Frosinone,ITA,2,1467.57104492,2025-03-12,2025-04-03
None,Rosenborg,NOR,1,1467.42492676,2025-03-07,2025-04-03
None,Karlsruhe,GER,2,1467.37719727,2025-03-08,2025-03-16
None,CFR Cluj,ROM,1,1467.29772949,2025-03-10,2025-04-03
None,Pogon,POL,1,1465.3815918,2025-03-08,2025-03-14
None,Zaragoza,ESP,2,1464.82006836,2025-03-12,2025-03-15
None,Ferencvaros,HUN,1,1464.77575684,2025-03-10,2025-04-03
None,Sparta Rotterdam,NED,1,1463.09790039,2025-03-12,2025-03-15
None,Malaga,ESP,2,1462.67614746,2025-03-12,2025-03-15
None,Moreirense,POR,1,1462.30737305,2025-03-12,2025-03-16
None,Djurgarden,SWE,1,1462.23132324,2025-03-07,2025-03-13
None,Rijeka,CRO,1,1461.84130859,2025-03-08,2025-04-03
None,St Truiden,BEL,1,1461.81799316,2025-03-08,2025-03-16
None,QPR,ENG,2,1461.31726074,2025-03-12,2025-03-15
None,Swansea,ENG,2,1461.05090332,2025-03-12,2025-03-12
None,Guingamp,FRA,2,1460.73876953,2025-03-12,2025-03-14
None,Rapid Wien,AUT,1,1460.484375,2025-03-10,2025-03-13
None,Silkeborg,DEN,1,1457.32543945,2025-03-10,2025-03-16
None,Darmstadt,GER,2,1455.73278809,2025-03-08,2025-03-15
None,Elversberg,GER,2,1455.51818848,2025-03-08,2025-03-15
None,Estoril,POR,1,1455.13354492,2025-03-12,2025-03-16
None,Castellon,ESP,2,1454.73974609,2025-03-12,2025-03-17
None,Sampdoria,ITA,2,1454.4473877,2025-03-12,2025-04-03
None,Heerenveen,NED,1,1453.98535156,2025-03-12,2025-03-15
None,Schalke,GER,2,1453.86047363,2025-03-09,2025-03-14
None,Standard,BEL,1,1453.03771973,2025-03-10,2025-03-16
None,Westerlo,BEL,1,1452.93676758,2025-03-10,2025-03-16
None,Portsmouth,ENG,2,1452.65026855,2025-03-12,2025-03-12
None,Bueyueksehir,TUR,1,1450.01330566,2025-03-09,2025-03-15
None,Santa Clara,POR,1,1448.29577637,2025-03-12,2025-03-15
None,Cesena,ITA,2,1447.23059082,2025-03-12,2025-04-03
None,Bastia,FRA,2,1446.55041504,2025-03-12,2025-03-15
None,Dunkerque,FRA,2,1445.50878906,2025-03-12,2025-03-15
None,Luton,ENG,2,1445.45910645,2025-03-12,2025-03-15
None,Suedtirol,ITA,2,1444.04455566,2025-03-12,2025-04-03
None,Modena,ITA,2,1443.47753906,2025-03-12,2025-04-03
None,Wolfsberg,AUT,1,1443.28027344,2025-03-10,2025-03-16
None,Eldense,ESP,2,1441.77185059,2025-03-12,2025-03-16
None,Trabzonspor,TUR,1,1439.93676758,2025-03-09,2025-03-15
None,Juve Stabia,ITA,2,1439.28479004,2025-03-12,2025-04-03
None,Salernitana,ITA,2,1437.93444824,2025-03-12,2025-04-03
None,Sittard,NED,1,1436.81311035,2025-03-12,2025-03-16
None,Laval,FRA,2,1435.34619141,2025-03-12,2025-03-15
None,Troyes,FRA,2,1435.31982422,2025-03-12,2025-03-14
None,Zwolle,NED,1,1434.95837402,2025-03-12,2025-03-15
None,Rodez,FRA,2,1434.56677246,2025-03-12,2025-03-14
None,Nuernberg,GER,2,1432.7902832,2025-03-10,2025-03-16
None,Piast Gliwice,POL,1,1432.64916992,2025-03-09,2025-04-03
None,Rubin Kazan,RUS,1,1432.55078125,2025-03-02,2025-04-03
None,Stoke,ENG,2,1431.94836426,2025-03-12,2025-03-12
None,Olimpija Ljubljana,SVN,1,1431.84289551,2025-03-10,2025-03-12
None,Larnaca,CYP,0,1431.42419434,2025-03-07,2025-04-03
None,AIK,SWE,1,1430.46569824,2025-03-07,2025-04-03
None,Omonia,CYP,0,1430.15393066,2025-03-07,2025-04-03
None,Gornik,POL,1,1430.06396484,2025-03-10,2025-03-15
None,Gil Vicente,POR,1,1429.98425293,2025-03-12,2025-03-15
None,Aris,GRE,1,1429.8013916,2025-03-10,2025-04-03
None,Jablonec,CZE,1,1429.30065918,2025-03-09,2025-03-16
None,Samsunspor,TUR,1,1427.5012207,2025-03-10,2025-03-16
None,Lugano,SUI,1,1426.75341797,2025-03-10,2025-03-13
None,Craiova,ROM,1,1425.38317871,2025-03-10,2025-04-03
None,Mlada Boleslav,CZE,1,1424.41967773,2025-03-10,2025-03-15
None,Fuerth,GER,2,1424.34887695,2025-03-09,2025-03-16
None,Clermont,FRA,2,1423.86547852,2025-03-12,2025-03-14
None,Brescia,ITA,2,1423.48498535,2025-03-12,2025-04-03
None,LASK,AUT,1,1422.3737793,2025-03-10,2025-03-16
None,Cracovia,POL,1,1422.0020752,2025-03-09,2025-03-14
None,StGallen,SUI,1,1421.94934082,2025-03-09,2025-03-15
None,Tenerife,ESP,2,1421.4005127,2025-03-12,2025-03-16
None,Nacional,POR,1,1420.92797852,2025-03-12,2025-03-16
None,Viborg,DEN,1,1419.93969727,2025-03-10,2025-03-16
None,Hertha,GER,2,1417.73840332,2025-03-09,2025-03-16
None,Cardiff,ENG,2,1414.3692627,2025-03-12,2025-03-15
None,Mjaellby,SWE,1,1412.57507324,2025-03-07,2025-04-03
None,Annecy,FRA,2,1411.65026855,2025-03-12,2025-03-14
None,Haecken,SWE,1,1411.12426758,2025-03-07,2025-04-03
None,Oxford,ENG,2,1410.51513672,2025-03-12,2025-03-12
None,Kryliya Sovetov,RUS,1,1408.85290527,2025-03-02,2025-04-03
None,Luzern,SUI,1,1408.54858398,2025-03-10,2025-03-15
None,Hearts,SCO,1,1408.38037109,2025-03-07,2025-03-15
None,Hibernian,SCO,1,1408.35437012,2025-03-07,2025-03-15
None,Heracles,NED,1,1408.30786133,2025-03-12,2025-03-15
None,Sigma Olomouc,CZE,1,1408.23901367,2025-03-10,2025-03-16
None,Slovan Bratislava,SLK,0,1408.17736816,2025-01-30,2025-04-03
None,Grenoble,FRA,2,1406.74597168,2025-03-12,2025-03-14
None,Puskas Akademia,HUN,1,1405.85644531,2025-03-10,2025-04-03
None,APOEL,CYP,0,1405.6517334,2025-03-07,2025-04-03
None,Kasimpasa,TUR,1,1405.35339355,2025-03-08,2025-03-15
None,Hradec Kralove,CZE,1,1404.4161377,2025-03-10,2025-03-16
None,Zuerich,SUI,1,1403.9486084,2025-03-10,2025-03-15
None,Derby,ENG,2,1401.50585938,2025-03-12,2025-03-15
None,Groningen,NED,1,1401.18457031,2025-03-12,2025-03-16
None,Maribor,SVN,1,1400.64611816,2025-03-10,2025-03-12
None,Reggiana,ITA,2,1399.53405762,2025-03-12,2025-04-03
None,Alanyaspor,TUR,1,1396.99243164,2025-03-10,2025-03-15
None,Slovan Liberec,CZE,1,1396.93688965,2025-03-09,2025-03-15
None,Carrarese,ITA,2,1396.81262207,2025-03-12,2025-04-03
None,AVS Futebol,POR,1,1396.47668457,2025-03-12,2025-03-15
None,Eyupspor,TUR,1,1395.60253906,2025-03-10,2025-03-16
None,Mantova,ITA,2,1394.93884277,2025-03-12,2025-04-03
None,Cosenza,ITA,2,1393.67858887,2025-03-12,2025-04-03
None,Rapid Bucuresti,ROM,1,1392.35107422,2025-03-09,2025-04-03
None,Estrela Amadora,POR,1,1390.64489746,2025-03-12,2025-03-16
None,Pau,FRA,2,1389.68896484,2025-03-12,2025-03-14
None,Cittadella,ITA,2,1389.65527344,2025-03-12,2025-04-03
None,Tromso,NOR,1,1388.49963379,2025-03-07,2025-04-03
None,Ajaccio,FRA,2,1388.10131836,2025-03-12,2025-03-14
None,Waalwijk,NED,1,1387.79663086,2025-03-12,2025-03-15
None,Lausanne,SUI,1,1387.79467773,2025-03-09,2025-03-15
None,Gaziantep FK,TUR,1,1387.62255859,2025-03-11,2025-03-15
None,Farense,POR,1,1385.18359375,2025-03-12,2025-03-15
None,Hartberg,AUT,1,1384.08435059,2025-03-10,2025-03-16
None,Fredrikstad,NOR,1,1383.12878418,2025-03-07,2025-04-03
None,Terek Grozny,RUS,1,1382.03613281,2025-03-02,2025-04-03
None,Dender,BEL,1,1382.01184082,2025-03-09,2025-03-16
None,Plymouth,ENG,2,1381.24206543,2025-03-12,2025-03-12
None,Korona,POL,1,1380.66906738,2025-03-08,2025-04-03
None,Paksi,HUN,1,1379.39941406,2025-03-09,2025-03-14
None,Levski,BUL,1,1379.30078125,2025-03-10,2025-04-03
None,Ferrol,ESP,2,1377.59924316,2025-03-12,2025-03-15
None,Universitatea Cluj,ROM,1,1377.06030273,2025-03-08,2025-04-03
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-04-03
None,Sarpsborg,NOR,1,1376.6394043,2025-03-07,2025-04-03
None,Breda,NED,1,1376.21447754,2025-03-12,2025-03-14
None,Trnava,SLK,0,1375.41503906,2025-01-30,2025-04-03
None,Red Star,FRA,2,1375.3380127,2025-03-12,2025-03-14
None,IK Sirius,SWE,1,1374.82507324,2025-03-07,2025-04-03
None,Goeztepe,TUR,1,1373.44287109,2025-03-10,2025-03-16
None,Stromsgodset,NOR,1,1371.69689941,2025-03-07,2025-04-03
None,Ruzomberok,SLK,0,1369.51281738,2025-01-30,2025-04-03
None,Antalyaspor,TUR,1,1369.13366699,2025-03-09,2025-03-14
None,Rizespor,TUR,1,1368.41552734,2025-03-09,2025-03-16
None,Konyaspor,TUR,1,1368.23217773,2025-03-10,2025-03-15
None,Willem II,NED,1,1368.08447266,2025-03-12,2025-03-16
None,Sivasspor,TUR,1,1368.02099609,2025-03-10,2025-03-16
None,Katowice,POL,1,1366.55554199,2025-03-10,2025-03-15
None,Braunschweig,GER,2,1365.4498291,2025-03-10,2025-03-16
None,Olexandriya,UKR,1,1364.67199707,2025-03-12,2025-04-03
None,Amiens,FRA,2,1363.83227539,2025-03-12,2025-03-14
None,Muenster,GER,2,1363.5769043,2025-03-10,2025-03-15
None,Lok Zagreb,CRO,1,1363.53417969,2025-03-09,2025-03-15
None,Cherno More,BUL,1,1363.23632812,2025-03-09,2025-03-15
None,Hapoel Haifa,ISR,1,1362.35998535,2025-03-09,2025-04-03
None,Sepsi,ROM,1,1361.97875977,2025-03-09,2025-04-03
None,Osijek,CRO,1,1360.89733887,2025-03-09,2025-04-03
None,Slovacko,CZE,1,1360.68481445,2025-03-09,2025-03-15
None,Fakel Voronezh,RUS,1,1359.80541992,2025-03-03,2025-04-03
None,Celje,SVN,1,1359.30371094,2025-03-10,2025-03-13
None,Beitar,ISR,1,1359.16918945,2025-03-11,2025-04-03
None,Partizan,SRB,1,1358.56176758,2025-03-09,2025-04-03
None,Bohemians Praha,CZE,1,1354.68225098,2025-03-10,2025-03-15
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-04-03
None,Caen,FRA,2,1354.26635742,2025-03-12,2025-03-14
None,Ulm,GER,2,1353.40698242,2025-03-09,2025-03-16
None,Cartagena,ESP,2,1350.47717285,2025-03-12,2025-03-15
None,Orenburg,RUS,1,1350.22753906,2025-03-03,2025-04-03
None,Slask,POL,1,1350.10229492,2025-03-08,2025-03-15
None,Motor Lublin,POL,1,1350.00964355,2025-03-11,2025-03-15
None,Radomiak,POL,1,1349.53820801,2025-03-09,2025-03-14
None,Dinamo Bucuresti,ROM,1,1348.52233887,2025-03-11,2025-04-03
None,Almere,NED,1,1348.50646973,2025-03-12,2025-03-14
None,Kayseri,TUR,1,1348.1151123,2025-03-09,2025-03-15
None,Boavista,POR,1,1346.39453125,2025-03-12,2025-03-16
None,BW Linz,AUT,1,1346.13452148,2025-03-10,2025-03-16
None,Teplice,CZE,1,1345.29992676,2025-03-09,2025-03-15
None,Kortrijk,BEL,1,1343.78601074,2025-03-09,2025-03-16
None,Akron Togliatti,RUS,1,1342.46691895,2025-03-02,2025-04-03
None,FC Khimki,RUS,1,1341.72180176,2025-03-03,2025-04-03
None,Lyngby,DEN,1,1341.17016602,2025-03-10,2025-03-16
None,Sandefjord,NOR,1,1340.82006836,2025-03-07,2025-04-03
None,Stal Mielec,POL,1,1340.54650879,2025-03-09,2025-03-15
None,CSKA Sofia,BUL,1,1339.66162109,2025-03-09,2025-03-15
None,Sion,SUI,1,1338.78833008,2025-03-10,2025-03-16
None,Aberdeen,SCO,1,1338.77087402,2025-03-07,2025-03-15
